nome_planeta,similaridade_terra,pl_rade,pl_bmasse,pl_orbsmax
Kepler-1477 b,64.68356738864753,118000000.0,176000000.0,0.0911
Kepler-1478 b,54.1606684038562,173000000.0,364000000.0,0.1681
Kepler-148 b,59.29762795276344,180000000.0,389000000.0,0.028
Kepler-148 c,32.51239102557148,360000000.0,1260000000.0,0.05
Kepler-1480 b,55.90302231031585,167000000.0,343000000.0,0.1525
Kepler-1481 b,65.29447310293376,123000000.0,204000000.0,0.059
Kepler-1483 b,60.91332011575852,152000000.0,292000000.0,0.0958
Kepler-1484 b,48.07252592007771,211000000.0,510000000.0,0.1939
Kepler-1486 b,42.73601349032841,232000000.0,599000000.0,0.2846
Kepler-1487 b,53.535664004706696,213000000.0,518000000.0,0.0898
Kepler-1487 c,10.405190350166402,797000000.0,4870000000.0,0.2588
Kepler-149 b,19.34195140406365,421000000.0,1650000000.0,0.184
Kepler-149 c,52.14618716337769,161000000.0,322000000.0,0.281
Kepler-1491 b,59.2802366868705,151000000.0,289000000.0,0.127
Kepler-1491 c,41.04674578061566,244000000.0,653000000.0,0.3045
Kepler-1492 b,59.479298382578094,149000000.0,283000000.0,0.1262
Kepler-1493 b,60.89663752044693,141000000.0,257000000.0,0.1197
Kepler-1497 b,59.3524907770144,166000000.0,339000000.0,0.0817
Kepler-1498 b,55.5788134613711,133000000.0,233000000.0,0.2528
Kepler-150 b,65.67698494617879,125000000.0,210000000.0,0.044
Kepler-150 c,30.184022033740582,369000000.0,1320000000.0,0.073
Kepler-150 d,42.87753450927897,279000000.0,820000000.0,0.104
Kepler-150 e,33.3979093303763,312000000.0,991000000.0,0.189
Kepler-1500 b,63.51303916394197,120000000.0,187000000.0,0.1236
Kepler-1502 b,30.161866683185977,318000000.0,1020000000.0,0.2482
Kepler-1506 b,62.222830735738256,132000000.0,230000000.0,0.1168
Kepler-1508 b,60.449777710553604,133000000.0,233000000.0,0.1629
Kepler-1509 b,52.77003992163212,185000000.0,408000000.0,0.1707
Kepler-151 b,38.175037442830906,306000000.0,959000000.0,0.116
Kepler-151 c,49.77216324821476,209000000.0,502000000.0,0.16
Kepler-1511 b,55.507558329886535,168000000.0,346000000.0,0.1753
Kepler-1514 c,55.72846042181208,117582410.0,174000000.0,0.0997
Kepler-1516 b,58.569748999202076,175000000.0,371000000.0,0.0718
Kepler-1518 b,40.84259032140482,305000000.0,953000000.0,0.0593
Kepler-1518 c,41.97914929150869,290000000.0,875000000.0,0.0905
Kepler-152 b,41.47869482643989,279000000.0,820000000.0,0.124
Kepler-1520 b,19.273452109499964,577000000.0,2810000000.0,0.0129
Kepler-1522 b,60.164255887848874,173000000.0,364000000.0,0.0288
Kepler-1526 b,50.226181833609864,243000000.0,648000000.0,0.0418
Kepler-1528 b,63.55959333202299,146000000.0,273000000.0,0.0296
Kepler-1529 b,54.42791616346383,210000000.0,506000000.0,0.0525
Kepler-153 b,39.395187988484984,292000000.0,885000000.0,0.129
Kepler-153 c,39.77291664214185,253000000.0,694000000.0,0.237
Kepler-1532 b,65.06762551614877,135000000.0,239000000.0,0.0206
Kepler-1534 b,57.13238856211992,189000000.0,423000000.0,0.0599
Kepler-1537 b,67.18814424209043,118000000.0,176000000.0,0.0245
Kepler-154 b,45.38235807326936,226000000.0,573000000.0,0.198
Kepler-154 c,33.612858835334904,295000000.0,901000000.0,0.303
Kepler-1543 b,45.444397355735525,271000000.0,780000000.0,0.0867
Kepler-1546 b,36.031830292725786,313000000.0,996000000.0,0.1366
Kepler-155 b,54.415130707545316,209000000.0,502000000.0,0.056
Kepler-155 c,43.834678538713334,224000000.0,565000000.0,0.242
Kepler-1551 b,41.8264384080109,266000000.0,756000000.0,0.1772
Kepler-1553 b,66.95171421255938,115000000.0,160000000.0,0.0481
Kepler-1555 b,60.138478262395296,161000000.0,322000000.0,0.0805
Kepler-1556 b,55.43839318996832,196000000.0,450000000.0,0.0829
Kepler-1557 b,62.20827555626864,153000000.0,296000000.0,0.049
Kepler-156 b,51.78557393414506,230000000.0,590000000.0,0.054
Kepler-156 c,45.53731160550028,255000000.0,704000000.0,0.117
Kepler-1561 b,68.6120501695722,109000000.0,132000000.0,0.0194
Kepler-1562 b,24.354874256441935,355000000.0,1230000000.0,0.3308
Kepler-1563 b,78.42311514082728,0.75,0.347,0.0442
Kepler-1564 b,59.410935519056935,147000000.0,276000000.0,0.1327
Kepler-1565 b,67.0172743923659,119000000.0,181000000.0,0.0241
Kepler-157 b,65.26982899546371,132000000.0,230000000.0,0.028
Kepler-157 c,50.48053572089287,224000000.0,565000000.0,0.11
Kepler-1573 b,66.58894086786312,120000000.0,187000000.0,0.0364
Kepler-1574 b,64.33963914012654,129000000.0,221000000.0,0.0743
Kepler-1575 b,65.18664428621061,131000000.0,227000000.0,0.0366
Kepler-1577 b,66.72223325362565,113000000.0,151000000.0,0.0657
Kepler-1578 b,69.17111972489137,104000000.0,112000000.0,0.0252
Kepler-1579 b,79.2734520902785,0.84,0.52,0.014
Kepler-158 b,51.34361259752774,212000000.0,514000000.0,0.111
Kepler-158 c,51.34206937841067,190000000.0,427000000.0,0.158
Kepler-1582 b,62.43063019970868,149000000.0,283000000.0,0.0316
Kepler-1584 b,58.82691972703225,161000000.0,322000000.0,0.1168
Kepler-1585 b,58.9586608601446,179000000.0,386000000.0,0.0445
Kepler-1589 b,68.86105189324508,109000000.0,132000000.0,0.0205
Kepler-159 b,49.37967447999179,238000000.0,626000000.0,0.082
Kepler-159 c,26.559550694873984,341000000.0,1150000000.0,0.218
Kepler-1591 b,64.27210284363133,127000000.0,215000000.0,0.0794
Kepler-1592 b,62.257381089505444,154000000.0,299000000.0,0.04
Kepler-1594 b,68.58993883090703,106000000.0,120000000.0,0.0396
Kepler-1595 b,65.63592048215077,123000000.0,204000000.0,0.051
Kepler-160 b,59.741595353386586,171500000.0,359000000.0,0.05511
Kepler-160 c,27.51678105454951,376000000.0,1360000000.0,0.1192
Kepler-1603 b,65.49665037475044,129000000.0,221000000.0,0.0351
Kepler-1608 b,56.54130122400649,173000000.0,364000000.0,0.1126
Kepler-161 b,57.71653278088931,212000000.0,263000000.0,0.054
Kepler-161 c,56.38962660287783,205000000.0,361000000.0,0.068
Kepler-1610 b,59.99064395877371,161000000.0,322000000.0,0.0777
Kepler-1610 c,45.884357970151214,209000000.0,502000000.0,0.2323
Kepler-1611 b,77.99123518763005,0.81,0.457,0.0586
Kepler-1612 b,68.69389257120831,103000000.0,108000000.0,0.0482
Kepler-1614 b,62.65148095861522,149000000.0,283000000.0,0.0471
Kepler-1615 b,46.28603982901172,206000000.0,490000000.0,0.2788
Kepler-162 b,64.69190120714158,126000000.0,213000000.0,0.069
Kepler-162 c,37.58704677811981,303000000.0,943000000.0,0.137
Kepler-1623 b,64.73874617872988,131000000.0,227000000.0,0.0518
Kepler-1624 b,18.458404567238688,570000000.0,2760000000.0,0.0327
Kepler-1626 b,55.796180163256935,202000000.0,474000000.0,0.0537
Kepler-1627 b,30.228402459721366,369000000.0,1320000000.0,0.0643
Kepler-1629 b,78.31333119353597,0.77,0.381,0.0485
Kepler-163 b,67.46176575597326,105000000.0,116000000.0,0.078
Kepler-163 c,48.27892006122514,226000000.0,573000000.0,0.152
Kepler-1631 b,64.32412428876897,135000000.0,239000000.0,0.0511
Kepler-1637 b,77.7600307445021,0.89,0.64,0.0596
Kepler-1639 b,46.601402602510234,258000000.0,718000000.0,0.0932
Kepler-164 b,63.37047875051361,141000000.0,257000000.0,0.058
Kepler-164 c,44.163544476663425,273000000.0,790000000.0,0.097
Kepler-164 d,43.73248455413855,245000000.0,657000000.0,0.187
Kepler-1640 b,18.918308337548407,482000000.0,2070000000.0,0.0836
Kepler-1641 b,36.32236719038956,311000000.0,985000000.0,0.1473
Kepler-1641 c,35.52327919668517,295000000.0,901000000.0,0.2065
Kepler-1642 b,36.84305565511131,320000000.0,1030000000.0,0.1016
Kepler-1642 c,46.2471021840816,266000000.0,756000000.0,0.0678
Kepler-1643 b,51.41257383911825,232000000.0,599000000.0,0.0531
Kepler-1644 b,53.45793837904901,188000000.0,419000000.0,0.142
Kepler-1645 b,55.97257161447118,178000000.0,382000000.0,0.1285
Kepler-1646 b,65.65529671658096,123000000.0,204000000.0,0.0295
Kepler-1649 b,67.68333329130218,101700000.0,103000000.0,0.0514
Kepler-1649 c,64.42361514068874,106000000.0,120000000.0,0.0649
Kepler-165 b,50.7095201881585,232000000.0,599000000.0,0.072
Kepler-165 c,50.189119541960416,223000000.0,560000000.0,0.11
Kepler-1650 b,79.32748524820018,0.96,0.84,0.0167
Kepler-1651 b,52.554470775371776,184000000.0,404000000.0,0.0692
Kepler-1652 b,52.829190113184694,160000000.0,319000000.0,0.1654
Kepler-166 b,51.537937819155445,227000000.0,577000000.0,0.072
Kepler-166 c,43.404700748325496,238000000.0,626000000.0,0.195
Kepler-1663 b,33.86039970301496,330395896.0,1090000000.0,0.1072
Kepler-1664 b,38.78755630125745,303320653.0,945000000.0,0.1137
Kepler-1666 b,38.222063305390904,288273782.0,866000000.0,0.1761
Kepler-1666 c,29.31028967683342,323564749.0,1050000000.0,0.2383
Kepler-1668 b,21.513587307993596,434764405.0,1740000000.0,0.124
Kepler-1669 b,43.77694594848384,278043818.0,815000000.0,0.0745
Kepler-1669 c,58.00639794690133,190120972.0,427000000.0,0.0228
Kepler-1669 d,65.75630501494014,122000000.0,198000000.0,0.0468
Kepler-167 b,59.68343093014877,171800000.0,360000000.0,0.04825
Kepler-167 c,59.50420953035846,167400000.0,344000000.0,0.0684
Kepler-167 d,61.27476406287323,123800000.0,206000000.0,0.1404
Kepler-1670 b,32.31630385556664,335648010.0,1120000000.0,0.1528
Kepler-1674 b,29.683453265172083,320577490.0,1040000000.0,0.3017
Kepler-1676 b,29.683205125504465,337695960.0,1130000000.0,0.1954
Kepler-1679 b,53.75606126129266,206920360.0,493000000.0,0.0892
Kepler-168 b,62.907050662915125,146000000.0,273000000.0,0.056
Kepler-168 c,44.19740996330802,269000000.0,770000000.0,0.116
Kepler-1682 b,40.842776115267895,288940836.0,870000000.0,0.1134
Kepler-1683 b,55.0270488840187,187477762.0,417000000.0,0.1182
Kepler-1684 b,34.80113357093419,287084792.0,860000000.0,0.2253
Kepler-1685 b,44.02590487230403,257673985.0,716000000.0,0.1485
Kepler-1687 b,60.129746821384124,165623882.0,338000000.0,0.0532
Kepler-1688 b,65.00007914686239,126174569.0,213000000.0,0.0577
Kepler-169 b,67.47898897662145,113000000.0,151000000.0,0.04
Kepler-169 c,65.5545525883712,121000000.0,192000000.0,0.062
Kepler-169 d,64.45822486994318,125000000.0,210000000.0,0.075
Kepler-169 e,50.97373623585312,220000000.0,548000000.0,0.105
Kepler-1691 b,58.32018378842797,183470985.0,402000000.0,0.0495
Kepler-1692 b,67.07549794541947,111177184.0,142000000.0,0.0646
Kepler-1693 b,63.06693053992452,128938413.0,221000000.0,0.1011
Kepler-1693 c,77.9447973956255,0.97698289,0.894,0.0588
Kepler-1694 b,66.58215210537257,117986031.0,176000000.0,0.0449
Kepler-1695 b,67.26349104709642,111948901.0,146000000.0,0.0529
Kepler-1697 b,58.12576167587402,125954761.0,212000000.0,0.2008
Kepler-1699 b,61.81546943617266,156671124.0,308000000.0,0.0418
Kepler-170 c,40.82713914863571,286000000.0,855000000.0,0.131
Kepler-1702 b,57.654553219956284,160190793.0,320000000.0,0.1275
Kepler-1705 b,54.89350025534544,203000000.0,447000000.0,0.08
Kepler-171 b,51.42226037181194,234000000.0,608000000.0,0.05
Kepler-171 c,46.504085545018384,256000000.0,708000000.0,0.098
Kepler-171 d,48.74019955207796,189000000.0,423000000.0,0.223
Kepler-1711 b,52.89237094959379,192300000.0,436000000.0,0.1463
Kepler-1712 b,49.82006726253084,228372556.0,583000000.0,0.0903
Kepler-1717 b,35.434733095785276,298929758.0,921000000.0,0.2014
Kepler-172 b,51.592225426461255,235000000.0,612000000.0,0.04
Kepler-172 c,43.37284127536991,286000000.0,855000000.0,0.068
Kepler-172 d,50.07747332397198,225000000.0,569000000.0,0.118
Kepler-172 e,37.73264979310786,276000000.0,805000000.0,0.211
Kepler-1720 b,36.45644429172185,321585295.0,1040000000.0,0.1043
Kepler-1721 b,39.92148078384228,311856756.0,990000000.0,0.0519
Kepler-1722 b,42.58383412113703,286719266.0,858000000.0,0.0819
Kepler-1723 b,34.80923173909633,288046569.0,865000000.0,0.2249
Kepler-1724 b,43.70490500998013,283677238.0,843000000.0,0.0683
Kepler-1727 b,37.97870327095679,317321625.0,1020000000.0,0.0796
Kepler-1728 b,42.34720131350417,295501875.0,904000000.0,0.0535
Kepler-1729 b,28.41820181427294,389404186.0,1440000000.0,0.0418
Kepler-173 b,65.00318284404376,129000000.0,221000000.0,0.048
Kepler-173 c,49.2112703117122,243000000.0,648000000.0,0.074
Kepler-1730 b,20.54015069819845,448524519.0,1840000000.0,0.1131
Kepler-1732 b,19.67124787970979,409903273.0,1570000000.0,0.2015
Kepler-1733 b,30.703896569337118,363582354.0,1280000000.0,0.0933
Kepler-1734 b,39.83256273098065,308851092.0,974000000.0,0.0714
Kepler-1735 b,65.41136428971132,119429134.0,184000000.0,0.0621
Kepler-1736 b,20.23529289461159,387658560.0,1430000000.0,0.2188
Kepler-1738 b,43.580168733245664,282472883.0,837000000.0,0.0781
Kepler-1739 b,49.37079001638233,243056832.0,648000000.0,0.0697
Kepler-174 b,54.16152376169481,196000000.0,450000000.0,0.1
Kepler-174 c,53.629104187413546,149000000.0,283000000.0,0.214
Kepler-1740 b,35.90744050376527,332321414.0,1100000000.0,0.0779
Kepler-1741 b,65.57913222361212,127300000.0,216000000.0,0.0296
Kepler-1742 b,44.69318275105165,217824130.0,538000000.0,0.2587
Kepler-1745 b,57.28953743876682,192872921.0,438000000.0,0.0408
Kepler-1747 b,24.61885100524428,426508000.0,1680000000.0,0.066
Kepler-1748 b,45.69222983075303,271275017.0,781000000.0,0.0615
Kepler-1749 b,58.50836045427783,161301783.0,323000000.0,0.0956
Kepler-175 b,46.39507918559233,256000000.0,708000000.0,0.105
Kepler-175 c,32.91213423856816,310000000.0,980000000.0,0.213
Kepler-1751 b,57.673279313565985,182417378.0,398000000.0,0.0712
Kepler-1752 b,13.548399976438901,454060463.0,1870000000.0,0.2698
Kepler-1753 b,50.05694524124735,222678077.0,559000000.0,0.1179
Kepler-1754 b,49.0167869690516,243996509.0,653000000.0,0.0718
Kepler-1755 b,13.127200110181235,591688317.0,2940000000.0,0.1668
Kepler-1756 b,63.27006236450298,147199944.0,277000000.0,0.0319
Kepler-1757 b,38.798043157868264,294660251.0,899000000.0,0.1335
Kepler-1758 b,46.71987845975618,257059831.0,713000000.0,0.0919
Kepler-1759 b,78.35190687685645,0.9037791,0.676,0.0429
Kepler-176 c,53.777630214125196,260000000.0,133000000.0,0.102
Kepler-176 d,50.73258461362036,251000000.0,172000000.0,0.163
Kepler-1760 b,43.65797289659225,228995546.0,586000000.0,0.2084
Kepler-1761 b,63.847713020056716,139109603.0,251000000.0,0.0413
Kepler-1762 b,39.11298471776237,276022913.0,805000000.0,0.204
Kepler-1763 b,67.6772335115261,114651332.0,159000000.0,0.0257
Kepler-1765 b,47.687475101838345,249508857.0,678000000.0,0.0917
Kepler-1767 b,32.66209736951234,301299077.0,934000000.0,0.2873
Kepler-1768 b,50.17815885451614,223346338.0,562000000.0,0.1286
Kepler-1770 b,41.06765432650294,284141754.0,845000000.0,0.1261
Kepler-1778 b,40.10687922889093,301665969.0,936000000.0,0.0956
Kepler-1779 b,38.318559713587035,303295685.0,944000000.0,0.1264
Kepler-178 b,41.99260792426216,290000000.0,875000000.0,0.085
Kepler-178 c,39.56899681995302,288000000.0,865000000.0,0.142
Kepler-1781 b,50.6735011962846,238091029.0,626000000.0,0.0574
Kepler-1784 b,42.49361278618547,279936489.0,824000000.0,0.1072
Kepler-1787 b,43.00557240794726,231898181.0,599000000.0,0.227
Kepler-1788 b,51.223307016375884,237850461.0,625000000.0,0.0343
Kepler-179 b,61.080540623061395,164000000.0,333000000.0,0.036
Kepler-179 c,55.50401526224124,200000000.0,466000000.0,0.064
Kepler-1791 b,39.11331652755627,312103321.0,991000000.0,0.0761
Kepler-1792 b,48.8819347849271,251990972.0,689000000.0,0.0488
Kepler-1793 b,28.2206876720171,379037518.0,1380000000.0,0.0787
Kepler-1794 b,57.380367522414076,179426276.0,387000000.0,0.0821
Kepler-1795 b,58.170963290347494,166301611.0,340000000.0,0.1002
Kepler-1796 b,39.279302038747275,275047868.0,800000000.0,0.1879
Kepler-1797 b,36.19257617321848,305774442.0,958000000.0,0.1637
Kepler-1798 b,48.715256768174015,230911251.0,594000000.0,0.1082
Kepler-1799 b,24.445150958461042,412801189.0,1590000000.0,0.1028
Kepler-18 b,53.13973792838277,200000000.0,690000000.0,0.0447
Kepler-18 c,23.581427024523123,549000000.0,1730000000.0,0.0752
Kepler-18 d,23.031722606834816,698000000.0,1640000000.0,0.1172
Kepler-180 b,60.08630107572702,150000000.0,286000000.0,0.109
Kepler-180 c,32.71319813096468,301000000.0,932000000.0,0.229
Kepler-1801 b,44.58972052301302,270926154.0,780000000.0,0.0915
Kepler-1802 b,57.54900864240128,167100000.0,343000000.0,0.0662
Kepler-1802 c,44.498277277279726,232200000.0,600000000.0,0.1748
Kepler-1804 b,59.26638020163661,159615726.0,318000000.0,0.1017
Kepler-1805 b,60.76950107930007,154502915.0,300000000.0,0.0699
Kepler-1806 b,49.9974634416618,235560189.0,615000000.0,0.0813
Kepler-1807 b,44.56905718243635,270393215.0,777000000.0,0.0988
Kepler-1808 b,36.70225769887912,302511302.0,940000000.0,0.1467
Kepler-181 b,65.52234846076307,127000000.0,215000000.0,0.04
Kepler-181 c,56.15760404957839,199000000.0,462000000.0,0.049
Kepler-1812 b,50.89461066903358,232494240.0,601000000.0,0.0765
Kepler-1813 b,63.882206946013284,141300000.0,258000000.0,0.0364
Kepler-1814 c,60.2340748548212,176000000.0,375000000.0,0.0133
Kepler-1815 b,43.581899713021215,274892620.0,799000000.0,0.0984
Kepler-1817 b,43.37794869874045,227349126.0,579000000.0,0.2348
Kepler-1818 b,59.68322899141499,171360684.0,358000000.0,0.055
Kepler-1819 b,25.242217969184424,390351256.0,1450000000.0,0.1337
Kepler-182 b,46.614454541886076,258000000.0,718000000.0,0.096
Kepler-182 c,31.14049195738567,343000000.0,1160000000.0,0.157
Kepler-1820 b,33.369873851343336,311883067.0,990000000.0,0.1964
Kepler-1821 b,44.79057767274856,259248115.0,724000000.0,0.1244
Kepler-1822 b,42.592677286497974,264755943.0,750000000.0,0.1416
Kepler-1825 b,64.21387024725001,142200732.0,261000000.0,0.0187
Kepler-1826 b,63.414536901059535,147519116.0,278000000.0,0.0213
Kepler-1828 b,52.98314565974726,211598626.0,513000000.0,0.0924
Kepler-1829 b,49.20775627158417,247887001.0,671000000.0,0.0559
Kepler-183 b,54.87706823543666,206000000.0,490000000.0,0.064
Kepler-183 c,28.4879788818074,227000000.0,3570000000.0,0.103
Kepler-1831 b,56.05678900641441,197019818.0,454000000.0,0.0655
Kepler-1832 b,66.03854481635035,122719556.0,202000000.0,0.037
Kepler-1834 c,66.92783653155058,122000000.0,198000000.0,0.015
Kepler-1835 b,31.655943285865895,353387773.0,1220000000.0,0.0997
Kepler-1836 b,48.138423451424046,255303229.0,705000000.0,0.0602
Kepler-1837 b,54.74237378792137,206673842.0,492000000.0,0.065
Kepler-1839 b,56.51117588296385,194937590.0,446000000.0,0.0583
Kepler-184 b,49.52548462614189,236000000.0,617000000.0,0.092
Kepler-184 c,46.60143023375814,197000000.0,880000000.0,0.141
Kepler-184 d,43.14682278680908,249000000.0,676000000.0,0.179
Kepler-1841 b,57.23748742473498,148912557.0,282000000.0,0.1606
Kepler-1842 b,48.787901422134986,235388681.0,614000000.0,0.116
Kepler-1844 b,41.339601223189845,303648191.0,946000000.0,0.0478
Kepler-1845 b,48.19831338846254,243836702.0,652000000.0,0.0885
Kepler-1847 b,43.90203965849505,274516914.0,797000000.0,0.0989
Kepler-1849 b,41.79605800786139,238685349.0,629000000.0,0.2597
Kepler-185 b,67.28911454294884,117000000.0,171000000.0,0.026
Kepler-185 c,51.68678551261015,202000000.0,474000000.0,0.139
Kepler-1850 b,78.93017294518602,0.72909663,0.313,0.0206
Kepler-1851 b,26.34800401037119,390012032.0,1450000000.0,0.1016
Kepler-1852 b,56.61845188705094,188610592.0,422000000.0,0.0762
Kepler-1853 b,53.27955467411096,151862272.0,292000000.0,0.2395
Kepler-1855 b,66.98528002206275,121620500.0,196000000.0,0.0115
Kepler-1856 b,60.23664363697127,173447868.0,366000000.0,0.0215
Kepler-1859 b,61.80571377635307,158313575.0,313000000.0,0.0394
Kepler-1859 c,60.62710391660233,166000000.0,339000000.0,0.0473
Kepler-186 b,68.16603553861339,107000000.0,124000000.0,0.0343
Kepler-186 c,64.72595757580804,125000000.0,210000000.0,0.0451
Kepler-186 d,61.43263404824212,140000000.0,254000000.0,0.0781
Kepler-186 e,60.7489822433635,127000000.0,215000000.0,0.11
Kepler-1862 b,50.369009980898106,220300000.0,549000000.0,0.1199
Kepler-1865 b,61.9336436346395,157686072.0,311000000.0,0.0344
Kepler-1866 b,53.09918488706594,208215108.0,499000000.0,0.1016
Kepler-1867 b,65.40689852051682,115985997.0,165000000.0,0.0872
Kepler-1869 c,78.84817330112342,0.74,0.33,0.028
Kepler-187 b,63.394300211929774,141000000.0,257000000.0,0.059
Kepler-187 c,45.11135782956855,267000000.0,761000000.0,0.099
Kepler-1871 b,50.830948767798546,242172881.0,644000000.0,0.0308
Kepler-1872 b,50.88292862905909,238421141.0,628000000.0,0.0465
Kepler-1873 b,61.939524973272064,162573811.0,328000000.0,0.0128
Kepler-1874 b,44.24138462879104,221110724.0,552000000.0,0.2633
Kepler-1875 b,30.843734853444175,322686692.0,1050000000.0,0.2039
Kepler-1878 b,42.9529534495371,292019781.0,886000000.0,0.0521
Kepler-188 b,60.753199944502754,168000000.0,346000000.0,0.032
Kepler-188 c,38.460014992071585,319000000.0,1030000000.0,0.066
Kepler-1880 b,53.95831114473935,211686218.0,513000000.0,0.054
Kepler-1884 b,57.306009649052754,181406781.0,395000000.0,0.0845
Kepler-1885 b,62.755242483969525,151110555.0,289000000.0,0.036
Kepler-1886 b,43.022520848517296,258158428.0,718000000.0,0.16
Kepler-1887 b,39.05123064519569,292454357.0,888000000.0,0.1421
Kepler-1888 b,62.80393616157122,132578716.0,232000000.0,0.0956
Kepler-1889 b,34.463979988726216,294360686.0,898000000.0,0.2082
Kepler-189 b,64.51305736855633,121000000.0,192000000.0,0.088
Kepler-189 c,25.515435901147832,238000000.0,2270000000.0,0.137
Kepler-1891 b,62.247591816830685,152139156.0,293000000.0,0.0473
Kepler-1892 b,57.67266318953825,183707938.0,403000000.0,0.0633
Kepler-1893 b,59.90316803756757,170557445.0,355000000.0,0.0504
Kepler-1894 b,66.54326353412708,120117759.0,187000000.0,0.0385
Kepler-1894 c,65.83738485723443,121000000.0,192000000.0,0.0576
Kepler-1895 b,53.98414090744851,211934728.0,514000000.0,0.0615
Kepler-1896 b,31.3481197370631,309935997.0,980000000.0,0.2529
Kepler-1897 b,39.634380882620114,281407954.0,832000000.0,0.1546
Kepler-1899 b,61.87219865651118,155098292.0,302000000.0,0.0457
Kepler-19 c,17.42891950196091,368000000.0,1310000000.0,0.1765736996
Kepler-190 b,62.27400902597667,156000000.0,305000000.0,0.03
Kepler-190 c,63.071126842997884,146000000.0,273000000.0,0.045
Kepler-1900 b,61.233994268683524,162314676.0,327000000.0,0.042
Kepler-1901 b,62.973280290905365,147418907.0,277000000.0,0.0453
Kepler-1902 b,66.66107326897486,117563613.0,174000000.0,0.0385
Kepler-1903 b,48.965490387425724,228642395.0,585000000.0,0.1321
Kepler-1904 b,63.72026908870021,139049940.0,251000000.0,0.0436
Kepler-1905 b,63.31998638505881,144607340.0,269000000.0,0.0451
Kepler-1906 b,44.37066881972557,277615754.0,813000000.0,0.0738
Kepler-1909 b,68.23771840155578,109217411.0,133000000.0,0.0306
Kepler-191 b,62.996511213497904,134000000.0,236000000.0,0.087
Kepler-191 c,54.54236665363804,186000000.0,412000000.0,0.128
Kepler-1910 b,66.07771644185408,118400000.0,178000000.0,0.0536
Kepler-1911 b,68.42656774143454,101100000.0,101000000.0,0.0636
Kepler-1913 b,59.7638421586985,151852059.0,292000000.0,0.1209
Kepler-1914 b,36.08681073330163,294298030.0,897000000.0,0.1954
Kepler-1915 b,36.159969642717044,321798413.0,1040000000.0,0.114
Kepler-1916 b,40.77617222560416,261757235.0,735000000.0,0.2053
Kepler-1917 b,55.35466688203999,188971288.0,423000000.0,0.103
Kepler-1918 b,43.05000451056416,229763023.0,589000000.0,0.2524
Kepler-1919 b,39.04204596732936,262390658.0,738000000.0,0.2107
Kepler-192 b,44.26830652777445,274000000.0,795000000.0,0.09
Kepler-192 c,40.731737711308234,279000000.0,820000000.0,0.15
Kepler-1920 b,36.05824825699192,295415848.0,903000000.0,0.2043
Kepler-1921 c,63.83563439778422,141000000.0,257000000.0,0.0454
Kepler-1922 b,49.870938067397354,229064904.0,586000000.0,0.1077
Kepler-1923 b,47.62827765967967,195958179.0,450000000.0,0.2846
Kepler-1924 b,44.181801097166264,265446572.0,753000000.0,0.1216
Kepler-1925 b,32.83305989113999,300177922.0,928000000.0,0.2588
Kepler-1926 b,42.80327901103596,231495961.0,597000000.0,0.2197
Kepler-1928 b,43.070654025946595,199200000.0,463000000.0,0.194
Kepler-193 b,48.93642380179441,239000000.0,630000000.0,0.106
Kepler-193 c,36.57962885435256,275000000.0,800000000.0,0.286
Kepler-1935 b,49.17436186093947,250271696.0,682000000.0,0.0463
Kepler-1938 b,56.11581801292102,182828927.0,400000000.0,0.0938
Kepler-1939 b,67.08454371799449,116480773.0,168000000.0,0.0334
Kepler-194 b,62.87054683054586,151000000.0,289000000.0,0.032
Kepler-194 c,44.627120792471686,259000000.0,722000000.0,0.131
Kepler-194 d,41.609835017186576,240000000.0,635000000.0,0.275
Kepler-1940 b,61.70305515045519,154732469.0,301000000.0,0.0525
Kepler-1941 b,40.28211993972967,264976949.0,751000000.0,0.2054
Kepler-1942 b,54.373939029027525,211702870.0,513000000.0,0.0516
Kepler-1944 b,43.996128445671715,275971163.0,805000000.0,0.0918
Kepler-1945 b,64.56115095318584,128900000.0,221000000.0,0.0597
Kepler-1946 b,49.61268188702159,248812698.0,675000000.0,0.0394
Kepler-1948 b,65.7711256768614,103283226.0,109000000.0,0.1022
Kepler-1949 b,53.57200247706134,221964541.0,556000000.0,0.0352
Kepler-195 b,54.62976303084792,203000000.0,478000000.0,0.077
Kepler-195 c,54.44832572574258,155000000.0,302000000.0,0.197
Kepler-1950 b,60.50293698380904,152696349.0,295000000.0,0.0871
Kepler-1951 b,47.596620367004945,232107188.0,600000000.0,0.1435
Kepler-1952 b,59.91189871140301,123923346.0,207000000.0,0.1724
Kepler-1953 b,64.5595397312029,128574667.0,220000000.0,0.0607
Kepler-1954 b,58.23625277212502,180235934.0,390000000.0,0.0625
Kepler-1956 b,67.39343508195766,108940238.0,132000000.0,0.0563
Kepler-1957 b,78.73180033630646,0.94374867,0.79,0.0299
Kepler-1958 b,54.099319672900315,205124311.0,486000000.0,0.0856
Kepler-1959 b,66.51583902212273,114315727.0,157000000.0,0.0617
Kepler-196 b,53.27707004796081,190000000.0,427000000.0,0.138
Kepler-196 c,43.834678538713334,224000000.0,565000000.0,0.24
Kepler-1960 b,65.2833577165782,130749704.0,226000000.0,0.0354
Kepler-1961 b,60.64731208020548,161878080.0,325000000.0,0.0588
Kepler-1962 b,65.03180543160876,121463929.0,195000000.0,0.0783
Kepler-1964 b,59.35331468500885,178105870.0,383000000.0,0.0322
